fonte,coletado_em,posto_id,nome,uf_fonte,cidade_fonte,bairro,endereco,cep,telefones,email,site,contato,horario,segmento
tagima,2026-09-06,tagima-7439c49992,SHUMURANI GUITAR,RJ,Angra dos Reis,,"Rua Doce Angra , 694 Village - Jacuecanga",23914-160,24992198446|2433612840,shumurani@hotmail.com,,Fabiano,10:00 às 18:00,
tagima,2026-09-06,tagima-5293f1c566,LUFE GUITAR TECH,RJ,Niterói,Ilha da Conceição,"Rua B , 7",24050-184,,lufeguitartech@gmail.com,,Luiz Felipe,09:00 ás 18:00,
tagima,2026-09-06,tagima-a8b84c4dc7,TOQUE E TROQUE,RJ,Niteroi,"Centro , loja 307","Rua da Conceição , 13",24020-080,21980775550|21969295550,toqueetroque.loja@gmail.com,,,Seg a Sex 10 as 18hs,
tagima,2026-09-06,tagima-58880e68b7,B. LUTHIERIA,RJ,RIO DE JANEIRO,"DUQUE DE CAXIAS , 6° andar - sl 602","Rua Almirante Barroso , 80",25010-010,,wesleybluthier@outlook.com,,WESLEY,,
tagima,2026-09-06,tagima-16cde287fe,LUTHIER CENTER,RN,Mossoró,,"Rua Antônio De Souza, 143 1º Andar Sala 08 Ed. Santa Luzia - Santa Luzia",59600-650,84991669646,luthieria.center@hotmail.com,,Airton,08:00 às 18:00,
tagima,2026-09-06,tagima-23ea6f16cd,GERAILTON CUSTOM GUITARS,RN,Natal,,"Rua Presidente José Bento , 577 - Alecrim",59037-060,8420303908,gerateclarn@hotmail.com,,Gerailton,08:00 as 18:00 - 08:00 as 12:00,
tagima,2026-09-06,tagima-c09a64fa50,LS LUTHIERIA,RN,NATAL,Alecrim,"Rua dos Paianazes , 1473",59037-350,8433220072,lsluthieria@hotmail.com,,JOSY / SANDRO,,
tagima,2026-09-06,tagima-de9e6d3df4,TIAGO ELIAS LUTHIER,RN,Natal,"Felipe Camarão , Px ao Detran","Rua La Paz , 3880",59072-040,,tiagoelias1127@gmail.com,,Tiago Elias,Seg. a Sex. das 08:00 ás 12:00 e das 13:00 ás 19:00,
tagima,2026-09-06,tagima-aa9ac43df2,MIKEL LUTHIER,RO,Cacoal,,"Rua Anapolina, 1550 Casa - Liberdade",76967-498,6933113352|6984399904,mikelhendrix3@gmail.com,,Mikel Barbosa,08:00 às 18:00,
tagima,2026-09-06,tagima-334d22a433,Douglas Guimaraes Falcão,RR,Boa Vista,,"Rua Traíra, 741 - Santa Teresa , Ao lado da Assembleia de Deus",69314-096,,,,Douglas,Seg. a Sex. das 08:00 ás 12 e das 14:00 ás 18:00,
tagima,2026-09-06,tagima-1042bd6767,T. Cabral Luthieria,RS,Alvorada,,"Rua Mal Humberto de Alencar Castelo Branco , 1075 - Aparecida",94850-810,,tcabralluthier@gmail.com,,Thiago Cabral,Seg. a Sex. das 08:00 ás 12:00 e das 13:00 ás 18:00,
tagima,2026-09-06,tagima-bcc3de37cc,MARCELO MORAES,RS,Montenegro,"Centro , sala 2269","Rua Santos Dumont , 1260",92510-285,51982058666|51997143013|5136324704,marceloguitta2009@hotmail.com,,,SEG A SEX 8:30 AS 12 e das 13:30 AS 18:45,
tagima,2026-09-06,tagima-076ca4c4b8,ANDRÉ FERNANDO WENTZ,RS,Novo Hamburgo,,"Rua 25 de Julho, 292 - Rio Branco",93310-250,5135867241|5191161252,andrefwentz@gmail.com,,,08:00 às 18:00,
tagima,2026-09-06,tagima-74ea6ee9e9,MARINHO GUITARS,RS,PASSO FUNDO,"BOQUEIRÃO , PORTÃO OFICINA OZN","Avenida Brasil Oeste , 1517",99025-083,21994302572|22981258587|5136324704,contatomarinho@hotmail.com,,,,
tagima,2026-09-06,tagima-340b84ffdb,LUTHIERIA ODEON,RS,Pelotas,,"Rua Soledade, 5572 - Laranjal",,,paulinho.odeon@hotmail.com,,,08h ás 11:30h,
tagima,2026-09-06,tagima-286ab90fa1,DUOTEC,RS,Porto Alegre,Centro Histórico,"Rua Coronel Vicente, 401 - Sala 202",90030-041,51991590546,duotec02@gmail.com,,Pedro,,
tagima,2026-09-06,tagima-ceb0aaf863,ROCKER GUITAR TECH,RS,Porto Alegre,,"Avenida Alberto Bins , 366 - Centro Histórico",90030-140,,rockerguitartech@gmail.com,,Victor ou Luciano,De Seg. a Sex. das 10 ás 17,
tagima,2026-09-06,tagima-f358127f1d,CONSERTOS & ARRANJOS,RS,Rio Grande,Cassino,"Rua José Ferreira dos Santos , 77",96207-460,47988253626,juniorluthierblu@gmail.com,,Junior,9:00 às 12hs e das 14 às 18hs de segunda a sexta,
tagima,2026-09-06,tagima-99ce36d7a1,LUTHIER VELTON,RS,São Leopoldo,,"Avenida Integração São Leopoldo, 65 - Feitoria Madezatti",93052-270,5135752680,luthier_velton@yahoo.com.br,,Velton Pedra,,
tagima,2026-09-06,tagima-bc6574d166,REGINATO LUTHIER,RS,Torres,,"Rua Santa Maria, 198 - São Jorge",95560-000,5136052325|5191194237,reginatoluthier@yahoo.com.br,https://www.reginatoluthier.com,Reginato,08:00 às 18:00,
tagima,2026-09-06,tagima-a16bd15e3c,JEAN WOZNIAK,SC,Blumenau,Garcia,"Rua Olinda , 249",89022-310,4791984264,jeanwozniakw135@gmail.com,,,09:00 ás 19:00,
tagima,2026-09-06,tagima-90a3179dd4,CASTELAN LUTHIERIA,SC,Criciúma,Jd Maristela,"Teléforo Machado , 521",88815-310,48998047726,davicastelan@yahoo.com.br,,DAVI,Seg a Sex 08 as 18,
tagima,2026-09-06,tagima-a69e224710,POLVANI LUTHIERIA,SC,Joinville,,"Rua Aracajú, 575 - Saguaçu",89221-500,4734351098|4799941800,polvani@polvaniluthier.com,,Polvani,08:00 às 18:00,
tagima,2026-09-06,tagima-a69746173e,SANDRO & LUTHIER,SC,Joinville,,,,47984222521,sandroluthier@gmail.com,,Sandro,,
tagima,2026-09-06,tagima-b1032af06e,MASTER CLASS LUTHIERIA,SC,Rio dos Cedros,,"Rua Ceará, 45 - Centro",89121-000,4784139908|4792192652,masterclassluthieria@gmail.com,,Josemir,08:00 às 18:00,
tagima,2026-09-06,tagima-0ec0a125c7,BRITO CUSTOM SHOP,SC,São Bento do Sul,Rio Negro,"Rua Ana Roesler Fendrich , 85",89287-120,47999410767|47997756226,britocustomshop@gmail.com,,DEIVID BRITO,SEG a SEX 09 as 12 e das 13 as 18,
tagima,2026-09-06,tagima-2927c2fe27,LUTHIER SILVEIRA,SC,São José,,"Rua João Manuel Da Silva, 1722 - Areias",88113-760,4896588175,luthiersilveira@gmail.com,,Leonardo,10:00 as 19:00,
tagima,2026-09-06,tagima-ecbfcad866,M TECH,SC,Sombrio,,"Travessa Serafim Alves Pereira , 40 , Centro",88960-000,,somnaguitarra@gmail.com,,Romildo Emerim,Seg a Sex das 08:30 ás 12:00 / Das 12:00 ás 18:00,
tagima,2026-09-06,tagima-08ecd60f04,SACHA LUTHIER,SC,Tubarão,,"Rua Natal 153 sala 02, 153 02 - Centro",88705-110,4836325725|4891144799,sachaluthiersc@yahoo.com.br,,Sacha,08:00 às 18:00,
tagima,2026-09-06,tagima-edc6090e6b,J. ELETROMUSIC,SE,Aracaju,,"Rua Lourival Chagas, 465 - Grageru",49025-390,7999928181,j.eletromusic@gmail.com,,João Oliveira,Seg a sexta 09:00h às 12:00h / 14:00h às 18:00h e sábado 09:00h às 13:00h,
tagima,2026-09-06,tagima-0b9bd4d8af,LESSA REPARAÇÃO E PRODUÇÃO MUSICAL,SP,,São Roque,"Rua Enrico DellÁcqua , 325",18130-460,,markaoguitartech@gmail.com,,MARCOS,,
tagima,2026-09-06,tagima-254244ce3e,SCORPION ASSISTÊNCIA TÉCNICA,SP,Araçatuba,,"Av. Mário Covas, 3762 - Jd América",16071-003,1833057115,scorpionassistenciatecnica@gmail.com,,Sonia Maria Menche Paulista,,
tagima,2026-09-06,tagima-bcaf3c92a4,Lemos Luthieria,SP,Batatais,,"Rua dos Antúrios , 191 - Vila Lidia",14300-000,1636624607|16993942243,rogerio@lemosluthieria.com.br,https://www.lemosluthieria.com.br,Rogério Lemos,,
tagima,2026-09-06,tagima-cc9c6f5b05,PÉRCI MUSIC,SP,Campinas,,"Rua Dez, 220 - Jd Campo Belo",13053-155,,percimusicinstrumentos@gmail.com,,Sérgio Alves,Seg. a Sex. das 08:00 ás 18:00 e Sáb. das 08:00 ás 16:00,
tagima,2026-09-06,tagima-60c8d3d7ef,DIRETO DA FÁBRICA,SP,Cotia,,"Avenida Inocêncio Pires de Oliveira , 516 - LJ 8 , Caucaia do Alto",06725-105,1146111616,dudadiretodafabrica@gmail.com,,Gabriela ou Duda,Seg. a Sex. das 09:00 ás 18:00 e Sábados das 09:00 ás 15:00,
tagima,2026-09-06,tagima-a7e3e001d3,LUTHIERIA BRUNELLI,SP,Franca,,"Rua General Osório, 1430 - Centro",14400-520,16999999322,luthieriabrunelli@gmail.com,,Alexandre,,
tagima,2026-09-06,tagima-35e7f7087c,LUTHIERIA GERALDO MAJELA,SP,Franca,,"Rua Das Begônias, 1160 - Jardim Flórida",14403-278,16981148701|1637218169,gmlemos45@gmail.com,,Geraldo Majela,09:00 às 18:00,
tagima,2026-09-06,tagima-cff1fadde1,SEBASTIAN LUTHIERIA,SP,Guaratinguetá,,"Rua Pires Barbosa, 1009 Sala 14 - Campo Do Galvão",12520-020,1231324637,,,Sebastian,09:00 às 19:00,
tagima,2026-09-06,tagima-3547c04228,HARRISON LUTHIER,SP,GUARULHOS,"Jd. Rosa de França , sala 1","Rua Cachoeira , 10",07080-000,11975708555,harrisonluthier@gmail.com,,,Seg a sexta 9h às 18h30 e Sábado 9h às 13h,
tagima,2026-09-06,tagima-ec56fad8c0,MUSICAL GIL SOM,SP,Ituverava,,,,16981218234,loja@musicalgilsom.com.br,,,,
tagima,2026-09-06,tagima-9be43ab2da,D&B Luthieria,SP,Jacareí,,"Av. Carlos Frederico Werneck Lacerda, 442 - Cidade Jardim",12320-410,,luthieriadb@gmail.com,,Boaz de Araujo,,
tagima,2026-09-06,tagima-3465c668a8,KALANG CUSTOM,SP,Lorena,,"Rua Olímpio Catão, 105 Escritório - Cabelinha",12602-090,12991321616,kalangcustom@gmail.com,,Raphael,De segunda á Sexta das 08:00 às 18:00,
tagima,2026-09-06,tagima-9b07b83883,BONINI LUTHIER,SP,Marília,,"Rua Maria Francisca Camargo, 1336 - Jd. Santa Antonieta",17512-380,,guitarclinic565@gmail.com,,Fernando Bonini,De segunda á Sábado com hora marcada,
tagima,2026-09-06,tagima-24ede06f00,IRI BRABO,SP,Marília,,,,1434225008,marquinhosbrabo@gmail.com,,,,
tagima,2026-09-06,tagima-ef17d93474,JORGE COLARES,SP,Marília,,"Rua Kintaro Mitisuca, 390 - Jardim Marajó",17521-176,,jc.luthier@hotmail.com,,Jorge Colares,08:00 às 18:00,
tagima,2026-09-06,tagima-888b92b1a3,D MATTOS,SP,Matão,,,,16999641800,dmattosbassluthier5@gmail.com,,,,
tagima,2026-09-06,tagima-a1febcfaea,GUITAR HOUSE,SP,Mogi Guaçu,,"Travessa Tristão Ferreira Dos Santos , 40 Sala 05 - Centro",13840-034,19992617557|19998998527,julioeduardo58@gmail.com,,Julio Eduardo,14:00 às 19:00,
tagima,2026-09-06,tagima-ce5f4b8266,FRANÇA BARROS LUTHIERIA,SP,Nova Odessa,Nova Odessa,"Avenida Dr. Ernesto Sprogis, 858 - Santa Rosa",13385-086,,alecs@fbluthieria.com.br,https://www.fbluthieria.com.br,Alecsandro,08:00 às 18:00,
tagima,2026-09-06,tagima-01b557da3f,BETO NALIN LUTHIERIA E SHOPREPAIR,SP,PIRACICABA,"PAULICEIA , BARRACÃO","RUA TUPIS , 316",13424-302,19993411606,betonalinluthieria@gmail.com,,,Segunda a sexta das 9h às 19h,
tagima,2026-09-06,tagima-980a0ed84e,RAIMUNDO LUTHIERIA (reparo em pré equalizador),SP,Presidente Prudente,"Centro , SALA 4","AV MANOEL GOULART , 1330",19015-240,,raimundoluthieria@gmail.com,,Raimundo,com agendamento,
tagima,2026-09-06,tagima-49c738bf8e,ATELIER SANDER LIMA NEGÓCIOS MUSICAIS,SP,Presidente Venceslau,,Rua: Rodrigues Alves n° 380 - Baruta,19400-001,,slnegociosmusicais@gmail.com,,Sander Lima,Das 13:00 ás 19:00,
tagima,2026-09-06,tagima-0d7adefe35,DUARTE LUTHIERIA E COMÉRCIO DE ARTIGOS MUSICAIS,SP,Ribeirão Preto,,Rua Clemente Ferreira 530 - Jardim São Luiz,14020-410,16997019871,duarte@duarteluthieria.com,,Duarte,,
tagima,2026-09-06,tagima-ef2e522e70,ROGER LUTHIER,SP,Rio Claro,,,,19998500956,rogerioerbetta10@gmail.com,,Roger,,
tagima,2026-09-06,tagima-27c9640c5f,CSAL SERVIÇOS DE LUTHIERIA,SP,Santo André,,"Rua Dinamarca, 121 Casa - 03 - Parque Das Nações",09280-060,,csluthier@hotmail.com,,Carlos Alberto Notaro,,
tagima,2026-09-06,tagima-a6f1c8229a,MAZONE LUTHIERIA,SP,São Bernardo do Campo,,"Rua Santa Filomena , 234 , Sala 103, Centro",09710-060,,,,Robson,Seg. a Sex das 08:00 ás 17:00,
tagima,2026-09-06,tagima-01dd3312da,BULL GUITAR WORKS,SP,São Carlos,,"Rua Sete de Setembro, 1322 - Centrp",13560-180,,jhowmagri@hotmail.com,,Jonathan Magri,De Segunda á Sexta das 14:00 ás 18:00,
tagima,2026-09-06,tagima-3f3903c8b5,RICI E GREG INSTRUMENTOS MUSICAIS,SP,São José Do Rio Preto,,"Rua Benjamin Constant, 3364 - Centro",15015-600,17988186553,ricieriduque@hotmail.com,,Ricieri,De segunda á Sexta das 08:00 ás 18:00 e Sábado das 09:00 ás 12:00,
tagima,2026-09-06,tagima-2771a2b9d2,GUITARS E CIA,SP,São José dos Campos,,"Rua Alfen Junqueira Pereira , 7 - Vila Ester",12221-630,,tarsoguitarecia@gmail.com,,Yane,Seg. a Sex. das 08:00 ás 18:00 e Sáb. das 09:00 ás 12:00,
tagima,2026-09-06,tagima-e79653c990,SAMUEL SOARES LUTHIER,SP,São José Dos Campos,,"Avenida Guadalupe, 529, sala 07/ Jd. América",12235-000,12997450400,luthieria.samuelsoares@gmail.com,,Samuel,09:00 às 18:00,
tagima,2026-09-06,tagima-72cc56898a,ANDERSON DOS SANTOS,SP,São Paulo,,"Rua Irmão Ivo Bernardo, 46 - Veleiros",04773-070,11979176994,andersonsantee@gmail.com,,Anderson,08:00 às 18:00,
tagima,2026-09-06,tagima-363010f3eb,ATHELIER IPIRANGA,SP,São Paulo,,"Rua Do Reno, 143 - Moinho Velho - Ipiranga",04284-070,11982291277,atendimento@edmarluighi.com.br,,Edmar Luighi,08:00 às 18:00,
tagima,2026-09-06,tagima-a7592c23cb,DANDRETTA LUTHIERIA,SP,São Paulo,,"Rua Conceição De Monte Alegre, 690 - Brooklin",04563-062,1129249680,tunico@dandretta.com,https://www.dandretta.com,Tunico e Emílio,09:00 as 18:00,
tagima,2026-09-06,tagima-80730d83ab,GUERRA GUITARS,SP,São Paulo,,"Rua Dr Olavo Egídio , 56 - Santana",02037-005,1129778758,vitor_guerra@hotmail.com,https://www.guerraguitars.com.br,Vitor Augusto,De Segunda á Sexta das 10:00 às 18:00,
tagima,2026-09-06,tagima-7ae2eb2a62,KA LUTHIERIA LTDA,SP,SÃO PAULO,JD ITACOLOMI,"AV Durval Pinto Ferreira , 323",04386-030,1155622666,,,,,
tagima,2026-09-06,tagima-83dc21ab85,KBR ARTES E COMÉRCIO,SP,São Paulo,,"Rua Costa Rego, 23 - Vila Guilhermina",03542-030,1126851815,kbrartes@kbrartes.com.br,https://www.kbrartes.com.br,Anderson,De segunda á sexta das 09:30 ás 19:00 e sábado das 09:30 ás 13:30,
tagima,2026-09-06,tagima-934a6b07b0,LUTHIER AQUINO,SP,São Paulo,,"Rua Teodoro Sampaio, 665 - Pinheiros",05405-050,,contato@luthieraquino.com.br,https://www.luthieraquino.com.br,EQUIPE AQUINO,08:00 às 16:30,
tagima,2026-09-06,tagima-8a562e5919,LUTHIER MESSIAS,SP,São Paulo,Jd Novo Parelheiros,"Rua Henrique Reimberg , 1228",04890-610,11975429455,luthiermusikaos@gmail.com,,Messias ou Fabiane,terça a sexta 09 as 19hs.,
tagima,2026-09-06,tagima-8ab7ad12b0,MATUSA,SP,São Paulo,Lapa,"Rua Guaricanga , 493",05075-030,1136664593|11971133984,matusaservicelapa@gmail.com,,Rodrigo,Seg. a Sex. das 7h ás 16h,
tagima,2026-09-06,tagima-bc2ba5aeb8,MTS LUTHIERIA,SP,São Paulo,,"Rua Itapiru, 113 - Saúde",04143-010,11953963698,mtsborges@live.com,,Matheus Borges,09:00 às 17:00,
tagima,2026-09-06,tagima-c60e97e879,SANTA RITA PRO MUSIC,SP,SÃO PAULO,SÃO GERALDO (PENHA),"Rua Caquito , 348",03607-000,11950704901|1127698595,rodrigomhm.rr@gmail.com,,RODRIGO,,
tagima,2026-09-06,tagima-48f070cb77,CAIO FELIPE LUTHIER,SP,São Roque,,"Rua das Rosas , 187 - Jardim São José",,1147128952|11998179976,caiofelipeluthier@gmail.com,,Caio Felipe Vieira Cardoso,,
tagima,2026-09-06,tagima-b25e20014d,LUTHIERIA ICARO MATOS,SP,São Sebastião,,"Alameda dos Mergulhões, 122 Casa 5 - Maresias",11628-213,,luthieriaicaromatos@gmail.com,,Icaro de Matos,,
tagima,2026-09-06,tagima-03b636e78b,E3AUDIO,SP,Suzano,,"Rua Expedicionário Cabo Katsuo Miyazato, 57 - Centro",08674-190,11953155621,edson@e3audio.com.br,https://www.e3audio.com.br,Edson,09:00 às 18:00,
tagima,2026-09-06,tagima-3eaaf37686,GDOMINGUES LUTHIERIA,SP,TATUI,DR LAURINDO,"Rua Major Martiniano Soares , 951",18271-630,15996225266,gabizaodomingues@gmail.com,,,Apenas com horário e dia agendados.,
tagima,2026-09-06,tagima-666edccda1,THE GRAPES GUITAR SHOP,SP,Vinhedo,,"Rua Antonio Maria Torres Filho, 49 - SALA 4 - Subsolo - Jd. Flora",13280-166,1938363750,contato@thegrapes.com.br,https://www.thegrapes.com.br,Leonardo Bertassini,De Segunda á Sexta das 10:00 ás 17:00 e Sábados das 10:00 ás 14:00,
tagima,2026-09-06,tagima-91f983b40b,ALBERGONI LUTHIER,SP,Votorantim,"CENTRO , SALA SUPERIOR","RUA PAULA NEY , 485",18110-045,15988311804,albergoni.luthieria@gmail.com,,Lucas Albergoni,Segunda à sexta das 10h às 18:30h,
tagima,2026-09-06,tagima-0cd0c4303a,SANDOVAL LUTHIER,TO,Palmas,,"Portal do lago -quadra 30 - lote 19 - lusimangues, Porto Nacional TO , Lote 37 - casa 2",77001-276,,sanmusic31@hotmail.com,,Sandoval,,
tectronica,2026-09-06,tectronica-8076ed0000,EGNALDO LUTHIER,AL,Maceió,,"Avenida Moreira e Silva, 40 Centro",57051-500,8233210864,egnaldoluthier@gmail.com,,,,
tectronica,2026-09-06,tectronica-cb72e6cc2f,HI FI ELETRONIC,AL,Maceió,,"Rua Dr. Guedes Gondim, 278 Centro",57020-260,8233265102,hifieletronic@uol.com.br,,,,
tectronica,2026-09-06,tectronica-ce97d23a08,DILSON PASSOS DOS SANTOS - ME,BA,Alagoinhas,,"Rua Santo Antonio, 04 Teresópolis",48080-130,7531814947,df.eletronica2@gmail.com,,,,
tectronica,2026-09-06,tectronica-e8ccd3e045,SINAL ELETRÔNICA,BA,Itabuna,,"AV. PRINCESA ISABEL, SÃO CAETANO",45607-123,7336135835,sinal@okbahia.com,,,,
tectronica,2026-09-06,tectronica-69d144e3cb,AM Custom,BA,Salvador,,"Rua Dorival Caymmi, 14307 BA Shopping - Sala 107 - Itapuã",41635-150,71994108573,am_custom@outlook.com,,,,
tectronica,2026-09-06,tectronica-9bc9f71f79,PLAY NOURISH COMERCIO E SERVIÇOS LTDA,BA,Salvador,,"AV. VALE DO TORORO, TORORO",40050-290,,playmusic-ba@hotmail.com,,,,
tectronica,2026-09-06,tectronica-556ed8759f,ELETRÔNICA ITASOM,CE,Fortaleza,,"Rua Padre Ibiapina, 1365 Centro",60010-690,8532231856,itasomtecnica@hotmail.com,,,,
tectronica,2026-09-06,tectronica-c16640b78e,BSB,DF,Brasília,,"Q CLN, 310 Bloco B - Loja Parte B31 - Asa Norte",70756-620,6192240684,contato.bsbeletro@gmail.com,,,,
tectronica,2026-09-06,tectronica-9a776aa074,SHARCOLOR ELETRÔNICA,ES,Vitória,,"AV. MARECHAL MASCARENHAS DE MORAES, BENTO FERREIRA",29050-667,2732274575|2730947274,sharcolor@uol.com.br,,,,
tectronica,2026-09-06,tectronica-23a0660313,HE SERVICE,GO,Goiânia,,"Rua Corumba, 140 Campinas",74523-410,6232911138,sac@heservice.com.br,,,,
tectronica,2026-09-06,tectronica-375b2b17e1,RONALD SERVICE ELETRONICS,MA,Imperatriz,,"RUA LEONCIO PIRES DOURADO, 1913 BACURI",65901-020,98991231991,ronaldgeria@ig.com.br,,,,
tectronica,2026-09-06,tectronica-c093f108a1,SILVATECK,MA,São Luís,,"RUA DO ALECRIM, CENTRO",65010-040,9832210654,silvateckassistencia@gmail.com,,,,
tectronica,2026-09-06,tectronica-bf8c3cb678,JV ELETRÔNICA LTDA - ME,MG,Belo Horizonte,,"Rua Padre Eustaquio, 1620 Carlos Prates",30710-580,3132010528,eletronicajv.bh@hotmail.com,,,,
tectronica,2026-09-06,tectronica-f09aa2bd4c,AUDIOTECH ELETRÔNICA (MONTES CLAROS),MG,Montes Claros,,"Rua Arandi, 112 Alto São João",39400-311,3832142192,renato@audiotecheletronica.com,,,,
tectronica,2026-09-06,tectronica-2fc8170cdd,Assistec Patrocinio,MG,Patrocinio,,"São Benedito, 241 São Vivente",38740-000,3488321953,edimaraparecidodosreis@hotmail.com,,,,
tectronica,2026-09-06,tectronica-804780d89f,WALTER LUTHIER,MG,São João Del Rei,,"RUA BATISTA ANDRADE, SÃO GERALDO",36300-374,3233730319,waltinholuthier@gmail.com,,,,
tectronica,2026-09-06,tectronica-0f7b554886,AUDIOTECH ELETRÔNICA LTDA (UBERLÂNDIA),MG,Uberlândia,,"Avenida Afonso Pena, 2510 Aparecida",38400-708,3432324053,audiotech_rafael@hotmail.com,,,,
tectronica,2026-09-06,tectronica-c74487c3ab,GUITAR HELP - INSTRUMENTOS DE CORDAS,MG,Uberlândia,,"Rua Rivalino Pereira, 325 Martins",38400-344,3432109329,guitar@guitarhelp.com.br,,,,
tectronica,2026-09-06,tectronica-bcd25062aa,ELETRÔNICA VIP,MS,Vila Cidade,,"Rua Antonio Maria Coleho, 1966 Vila Cidade",79002-220,6730252244,,,,,
tectronica,2026-09-06,tectronica-1f2a1e2078,SIGMA ELETRÔNICA,MT,Cuiabá,,"RUA DAS ORQUIDEAS, Bosque Saude",78050-010,6530232262,atendimentosigma1@gmail.com,,,,
tectronica,2026-09-06,tectronica-3ae59e2111,CSTE COMÉRCIO E SERVIÇO,PA,Belém,,"TRAVESSA 14 DE ABRIL, 791 ATE 1282/1283 TERRENO - FATIMA",66060-460,9132229917,scoelho40@hotmail.com,,,,
tectronica,2026-09-06,tectronica-5593cd1e22,Araujo Eletrônica,PA,Castanhal,,"Rua Benedita Celestina, 123 Santa Catarina",68746-728,91988907571,senho-forca@hotmail.com,,,,
tectronica,2026-09-06,tectronica-7e557584b5,WORD ELETRÔNICA.COM,PB,Campina Grande,,"RUA MANOEL CAVALVANTE BELO, 105 CENTRO",58400-112,8330886674,fabioleonardo29@hotmail.com,,,,
tectronica,2026-09-06,tectronica-d517563a3e,CPTECH MANUTENÇÃO EM ÁUDIO,PE,Recife,,"Rua João Fernandes Vieira, 574 Sala 403 - Boa Vista",50050-245,8134222038,cp-tec@hotmail.com,,,,
tectronica,2026-09-06,tectronica-7f37a1d6bb,CLAVE DE SOM,PR,Curitiba,,"Rua Paranagu, 559",80610-025,4133338620,contato@claveassistencia.com.br,,,,
tectronica,2026-09-06,tectronica-fdb1ec977c,DAT ÁUDIO PROFISSIONAL,PR,Foz do Iguaçu,,"Santos Dumont, 1540 Centro",85851-040,4530292850,dat.audio@hotmail.com,,,,
tectronica,2026-09-06,tectronica-22c5f693db,EXODUS LUTHERIA CUSTOM,PR,Paranavaí,,"RUA ARLETE BORGES BULGUEROLLI, Jardim das Nações",87703-527,4498856082,exodusluthieria@outlook.com,,,,
tectronica,2026-09-06,tectronica-962bef209e,MR BARRETO CABRAL JUNIOR ME,RJ,Campos dos Goytacazes,,"RUA DOUTOR JOÃO MARIA , PQ JOÃO MARIA",28027-310,2220307021,,,,,
tectronica,2026-09-06,tectronica-3049248b06,SWITCH MUSICAL ÁUDIO,RJ,Duque de Caxias,,"RUA MARIANO SENDRA DOS SANTOS , CENTRO",25010-080,2127838961,switchcaxias@yahoo.com.br,,,,
tectronica,2026-09-06,tectronica-a25eada0d4,MEGA-SOM,RJ,Nova Friburgo,,"Rua Mac Niven, 04 Terreo / Loja - Centro",28613-220,2225228547,megasomfri@gmail.com,,,,
tectronica,2026-09-06,tectronica-b2d263c125,GR ÁUDIO LTDA,RJ,Rio de Janeiro,,"Avenida das Américas, 2300 Bloco B - Sala 127 - Barra da Tijuca",22640-101,2133259174,graudiomusical@gmail.com,,,,
tectronica,2026-09-06,tectronica-6aa19021f3,LS LUTHIERIA,RN,Natal,,"Rua dos Paianazes, 1473 Alecrim",59037-000,8433220072,lsluthieria@hotmail.com,,,,
tectronica,2026-09-06,tectronica-c30e9a44e5,CÂMERAS COM. ELETRÔNICA,RO,Porto Velho,,"Rua João Goulart, 2061 São Cristovão",76804-034,6932236873,tec.maq.pvh@hotmail.com,,,,
tectronica,2026-09-06,tectronica-ab2206eb6d,CAROLINE MERLINI,RS,Alto Feliz,,"Rua Julio de Castilho, 949 Apt 04 - Centro",95773-000,5496173427,leaandro-guapo@live.com,,,,
tectronica,2026-09-06,tectronica-441a1bedf4,DA ROCHA SOLIDEZ EM TECNOLOGIA,RS,Canoas,,"Rua Liberdade, 1468 Marechal Rondon",92020-240,5134281313,vanderson@drtecnologia.com.br,,,,
tectronica,2026-09-06,tectronica-d856816079,LEAL E LEAL ELETRÔNICA LTDA,RS,Caxias do Sul,,"Rua Visconde de Pelotas, 1176 Exposição",95020-183,5432238422,assistec.leal@gmail.com,,,,
tectronica,2026-09-06,tectronica-fdc229d30a,SOM MAIOR PRO,RS,Frederico Westphalen,,"Rua Mauricio Cardoso, 1050 Aparecida",98400-000,5537441358,sommaiorpro@sommaiorpro.com.br,,,,
tectronica,2026-09-06,tectronica-642edfebeb,CEGRA ELETRÔNICA,RS,Gravataí,,"Avenida Dorival Candido Luz de Oliveira, 489 Centro",94030-001,5130422830,cegrars@yahoo.com.br,,,,
tectronica,2026-09-06,tectronica-f169da88cc,ELETRÔNICA RADAR,RS,Imbé,,"AV PARAGUASSU, Mariluz Norte",95625-000,5136272704,elianiradar@gmail.com,,,,
tectronica,2026-09-06,tectronica-cd8736307d,C.SERVICE ASSISTÊNCIA TÉCNICA,RS,Passo Fundo,,"Avenida Presidente Vargas, 3007 São Cristovão",99064-000,5430453331,c.service@outlook.com.br,,,,
tectronica,2026-09-06,tectronica-f44887f1ee,Alpha Eletrônica,RS,Pelotas,,"Rua Lobo da Costa, 424 - Centro",96010-150,5333053445,alphaeletronica.assis@gmail.com,,,,
tectronica,2026-09-06,tectronica-98d89d2477,BILLS ROCK GUITAR TECH,RS,Porto Alegre,,"AV ALBERTO BINS, CENTRO",90030-140,5130228859,billmatte@gmail.com,,,,
tectronica,2026-09-06,tectronica-49afcd841b,DIGISOM GW,RS,Porto Alegre,,"Avenida Para, 997 Sala 03 - São Geraldo",90240-592,51991419023,digisom@terra.com.br,,,,
